level0;id;SCaCodigo;SCaTipo;SCaNombre;SHAPE_Leng;SHAPE_Area;areakm;count_hurtos;count_accidentes;count_alojamiento;count_sitp;count_restaurantes;count_parques;count_sitios;hurtos;accidentes;alojamiento;sitp;restaurantes;parques;sitios;c1_index;cluster;
126;002636;2636;0;LA HUERTA;0.004171018094;9.67E-07;0.01202093291;0;0;0;0;0;0;1;0;0;0;0;0;0;8.318.821.906;5.231.442.553;3;002636
127;004532;4532;0;LA CECILIA;0.02035924181;1.65E-05;0.2045404377;86;19;0;8;0;0;13;4.204.547.569;9.289.116.722;0;3.911.207.041;0;0;6.355.711.441;9.549.932.265;5;004532
128;002618;2618;0;PUERTA AL LLANO DE USME;0.02262159367;1.86E-05;0.2314542245;57;32;0;10;0;0;8;2.462.689.983;1.382.562.797;0;4.320.508.741;0;0;3.456.406.993;7.701.325.176;5;002618
129;004529;4529;0;CEMENTERIO JARDINES APOGEO;0.04239769631;7.58E-05;0.9420308526;449;67;0;8;1;0;10;4.766.298.246;7.112.293.596;0;8.492.290.861;1.061.536.358;0;1.061.536.358;3.839.969.934;3;004529
130;004631;4631;0;EL CORZO;0.03073306598;3.91E-05;0.4857839763;240;120;0;7;0;0;5;4.940.467.609;2.470.233.804;0;1.440.969.719;0;0;1.029.264.085;5.201.887.748;0;004631
131;002597;2597;0;LA FISCALA NORTE;0.03478561748;1.97E-05;0.2446865756;47;24;0;8;0;0;5;1.920.824.626;9.808.466.174;0;3.269.488.725;0;0;2.043.430.453;5.451.242.132;0;002597
132;001202;1202;0;CIUDAD BERNA;0.01801787845;1.95E-05;0.2428421337;216;58;0;4;0;0;9;8.894.667.358;2.388.382.902;0;1.647.160.622;0;0;3.706.111.399;8.495.142.322;0;001202
133;002634;2634;0;EL TUNO;0.0085834146;2.90E-06;0.03607690179;7;3;0;2;0;0;3;1.940.299.652;8.315.569.938;0;5.543.713.292;0;0;8.315.569.938;1.131.643.021;5;002634
134;001324;1324;0;EL PINAR;0.02557686676;2.79E-05;0.3471802942;78;34;0;6;0;0;13;2.246.671.292;9.793.182.554;0;1.728.208.686;0;0;3.744.452.153;5.285.783.607;0;001324
135;006527;6527;0;INTERINDUSTRIAL;0.02280420766;2.70E-05;0.3356530712;142;37;0;5;0;0;3;4.230.558.639;1.102.328.659;0;1.489.633.323;0;0;8.937.799.941;4.095.698.811;3;006527
136;002558;2558;0;VILLAS EL DIAMANTE;0.01702759037;9.49E-06;0.1180113589;38;9;0;2;0;0;7;3.220.029.018;7.626.384.517;0;1.694.752.115;0;0;5.931.632.402;6.868.668.216;0;002558
137;002637;2637;0;ARRAYANES VI;0.0304651959;3.07E-05;0.3819842931;36;3;0;0;0;0;0;9.424.471.282;7.853.726.068;0;0;0;0;0;0.3977155117;3;002637
138;005683;5683;0;QUIRIGUA I;0.01675505026;1.17E-05;0.144926141;137;58;0;2;0;0;16;9.453.091.005;4.002.038.528;0;1.380.013.285;0;0;1.104.010.628;1.402.298.038;0;005683
139;005404;5404;0;LAS FERIAS;0.03355523567;4.19E-05;0.5204301449;672;302;0;12;0;0;15;1.291.239.577;5.802.892.145;0;2.305.784.958;0;0;2.882.231.198;1.205.027.304;0;005404
140;005501;5501;0;PALO BLANCO;0.01718710615;1.78E-05;0.221414616;172;160;0;8;0;0;18;7.768.231.525;7.226.261.883;0;3.613.130.942;0;0;8.129.544.619;154.108.893;0;005501
141;004597;4597;0;SAN BERNARDINO I;0.02288157731;2.33E-05;0.2892506158;115;23;0;7;0;0;3;3.975.791.017;7.951.582.034;0;2.420.046.706;0;0;1.037.162.874;4.729.914.979;0;004597
142;002548;2548;0;EL VIRREY;0.02139359786;2.44E-05;0.3034443459;172;104;0;9;0;1;8;5.668.255.227;3.427.317.114;0;2.965.947.502;0;3.295.497.225;263.639.778;9.740.880.584;0;002548
143;004539;4539;0;GRAN COLOMBIANO;0.03590226936;3.36E-05;0.4177942766;200;99;0;9;0;0;16;4.787.044.993;2.369.587.271;0;2.154.170.247;0;0;3.829.635.994;7.474.339.168;0;004539
144;002511;2511;0;LA PICOTA;0.05121125142;5.67E-05;0.7051153305;193;22;0;6;0;0;7;2.737.140.885;3.120.056.968;0;8.509.246.275;0;0;9.927.453.988;2.576.984.124;3;002511
145;006504;6504;0;BAVARIA;0.02403537862;2.95E-05;0.3663093389;465;284;0;10;0;1;15;1.269.418.905;7.753.010.088;0;272.993.313;0;272.993.313;4.094.899.694;1.536.669.299;0;006504
146;002635;2635;0;BRISAS DEL LLANO;0.01128776663;2.58E-06;0.03202283766;5;10;0;1;0;0;1;1.561.385.675;3.122.771.351;0;3.122.771.351;0;0;3.122.771.351;7.117.470.113;0;002635
147;004574;4574;0;CHARLES DE GAULLE;0.007078796807;2.37E-06;0.02951005991;5;2;0;1;0;0;2;1.694.337.461;6.777.349.846;0;3.388.674.923;0;0;6.777.349.846;8.271.554.221;0;004574
148;002518;2518;0;RONDA;0.03355636011;2.58E-05;0.3205997941;177;348;0;7;0;0;6;5.520.901.861;1.085.465.451;0;2.183.407.516;0;0;1.871.492.156;1.149.730.586;0;002518
149;001331;1331;0;ALTOS DEL ZUQUE;0.02660008394;1.89E-05;0.2351081621;10;4;0;8;0;0;11;4.253.361.479;1.701.344.592;0;3.402.689.184;0;0;4.678.697.627;6.193.932.971;0;001331
150;004549;4549;0;NUEVA YORK;0.01678021934;8.24E-06;0.1024146906;52;82;0;3;0;0;1;507.739.658;8.006.663.837;0;2.929.267.258;0;0;9.764.224.192;9.761.988.378;0;004549
151;004308;4308;0;COLON;0.02445374616;2.33E-05;0.2900845449;223;129;0;7;0;0;15;7.687.414.029;4.446.979.416;0;2.413.089.606;0;0;5.170.906.298;1.084.148.548;0;004308
152;007407;7407;0;LA AURORA;0.01400494609;1.08E-05;0.1344101617;148;76;0;1;0;0;1;1.101.107.224;5.654.334.393;0;7.439.913.675;0;0;7.439.913.675;8.535.026.855;0;007407
153;002629;2629;0;EL NEVADO II;0.02440322885;2.54E-05;0.315234301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;002629
154;007402;7402;0;JUAN XXIII;0.01793106358;1.51E-05;0.1881715043;278;138;1;3;0;0;6;1.477.375.658;7.333.735.282;5.314.300.929;1.594.290.279;0;0;3.188.580.558;1.453.600.829;1;007402
155;008310;8310;0;EL RETIRO;0.02558691164;2.14E-05;0.266317489;1932;225;6;11;40;0;20;725.449.916;8.448.562.686;225.295.005;4.130.408.424;15.019.667;0;7.509.833.498;7.863.054.894;2;008310
156;004102;4102;0;LA SABANA;0.01568880225;1.48E-05;0.1839497574;337;76;1;4;0;0;9;1.832.021.987;4.131.562.938;5.436.267.024;2.174.506.809;0;0;4.892.640.321;1.560.281.172;1;004102
157;002557;2557;0;JUAN JOSE RONDON;0.02226374651;1.86E-05;0.2311383237;70;18;0;4;0;0;8;3.028.489.559;7.787.544.579;0;1.730.565.462;0;0;3.461.130.924;5.284.455.936;0;002557
158;004511;4511;0;CIUDAD KENNEDY CENTRAL;0.03045499326;3.89E-05;0.4833548034;608;206;6;19;0;0;33;1.257.875.159;426.187.965;124.132.417;3.930.859.871;0;0;6.827.282.934;1.804.351.864;5;004511
159;009220;9220;0;LAGO DE SUBA;0.02243923466;2.00E-05;0.2488406164;238;140;0;7;0;0;6;9.564.355.024;5.626.091.191;0;2.813.045.595;0;0;2.411.181.939;1.084.710.206;0;009220
160;103105;103105;1;LAS AURAS;0.1175734886;0.0003541664896;4.400.503.288;0;0;0;0;0;0;1;0;0;0;0;0;0;0.227246734;0.01429082444;3;103105
161;009122;9122;0;LAS VILLAS;0.02514292952;2.66E-05;0.3306537934;381;217;0;8;7;0;15;1.152.262.601;6.562.755.495;0;2.419.449.031;2.117.017.902;0;4.536.466.932;1.771.283.254;0;009122
162;009254;9254;0;LISBOA;0.02864448037;2.29E-05;0.284781667;286;128;0;11;0;0;10;100.427.813;4.494.671.352;0;3.862.608.193;0;0;3.511.461.993;1.198.033.044;5;009254
163;208108;208108;2;SAN ISIDRO RURAL;0.01389689287;7.83E-06;0.09738351504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;208108
164;009114;9114;0;GILMAR;0.03255527214;5.05E-05;0.628376004;261;192;0;9;0;0;13;4.153.564.081;3.055.495.416;0;1.432.263.476;0;0;2.068.825.021;5.895.942.404;0;009114
165;002405;2405;0;ESCUELA GENERAL SANTANDER;0.02860853237;5.11E-05;0.6352891066;132;10;0;4;0;0;3;2.077.794.167;157.408.649;0;6.296.345.961;0;0;4.722.259.471;1.718.530.981;3;002405
166;001358;1358;0;CHIGUAZA URBANO;0.01460087698;8.19E-06;0.1018128547;2;0;0;0;0;0;1;1.964.388.491;0;0;0;0;0;9.821.942.454;0.6910096418;3;001358
167;205319;205319;2;SAN BERNARDINO XIX;0.06043889929;7.74E-05;0.9621413156;116;56;0;5;0;0;10;12.056.441;5.820.350.825;0;5.196.741.808;0;0;1.039.348.362;1.900.780.268;3;205319
168;004555;4555;0;PATIO BONITO II;0.02116572021;1.96E-05;0.2431937486;788;131;0;9;0;0;12;3.240.214.868;5.386.651.621;0;3.700.753.022;0;0;4.934.337.363;216.012.891;1;004555
169;004305;4305;0;LA PRADERA;0.02074490484;2.36E-05;0.2937166668;367;116;0;7;0;0;6;1.249.503.489;3.949.384.326;0;2.383.249.162;0;0;2.042.784.996;1.035.238.486;0;004305
170;004579;4579;0;ESCOCIA;0.02176347408;2.32E-05;0.2884849541;199;142;0;10;0;0;6;6.898.106.719;4.922.267.106;0;3.466.385.286;0;0;2.079.831.172;980.709.328;0;004579
171;006423;6423;0;EL TINTAL CENTRAL;0.0377663278;5.99E-05;0.7444165195;385;593;0;9;0;0;11;5.171.835.793;7.965.970.455;0;1.209.000.575;0;0;1.477.667.369;8.575.301.628;0;006423
172;001113;1113;0;SAN BLAS II;0.04213191372;3.05E-05;0.3794603905;58;34;0;7;0;0;6;1.528.486.278;8.960.091.976;0;1.844.724.819;0;0;1.581.192.702;3.711.107.886;3;001113
173;009138;9138;0;CASABLANCA SUBA URBANO I;0.01021214246;5.23E-06;0.06509619302;1;0;0;0;0;0;1;1.536.188.145;0;0;0;0;0;1.536.188.145;1.023.412.261;3;009138
174;008424;8424;0;SEGUNDO CONTADOR;0.01662723035;1.45E-05;0.1802344538;9;62;0;2;0;0;0;4.993.495.867;343.996.382;0;1.109.665.748;0;0;0;3.171.349.537;3;008424
175;006528;6528;0;EL VERGEL;0.02025093257;1.86E-05;0.2306595058;116;162;0;3;0;0;1;5.029.057.856;702.333.942;0;1.300.618.411;0;0;4.335.394.704;7.395.548.361;0;006528
176;103108;103108;1;LOS RIOS;0.5456475586;0.007196420386;8.940.599.133;0;0;0;0;0;0;2;0;0;0;0;0;0;0.02236986549;0.001406769703;3;103108
177;002527;2527;0;LA CABANA;0.02541981572;1.48E-05;0.1839886899;72;34;0;4;0;0;8;3.913.284.019;1.847.939.676;0;2.174.046.677;0;0;4.348.093.354;7.187.049.542;0;002527
178;006517;6517;0;MARIA PAZ;0.02276664444;2.46E-05;0.3054036565;542;268;0;2;0;0;2;1.774.700.428;8.775.271.491;0;6.548.710.068;0;0;6.548.710.068;1.273.779.312;1;006517
179;008530;8530;0;LAS MARGARITAS;0.03236424259;6.44E-05;0.8007849826;548;257;0;13;2;0;33;6.843.285.176;3.209.350.894;0;1.623.407.067;2.497.549.334;0;4.120.956.401;8.991.027.947;0;008530
180;008510;8510;0;ACACIAS USAQUEN;0.03665372148;3.67E-05;0.4561623892;270;152;0;3;0;0;7;5.918.944.797;3.332.146.701;0;657.660.533;0;0;1.534.541.244;5.699.129.492;3;008510
181;006216;6216;0;CIUDAD SALITRE NOR-ORIENTAL;0.04000326265;6.45E-05;0.8020778432;1191;625;3;18;22;0;40;1.484.893.281;7.792.261.129;3.740.285.342;2.244.171.205;2.742.875.918;0;4.987.047.123;2.209.713.413;1;006216
182;109109;109109;1;TUNAL ALTO;0.3836711766;0.003174585723;3.943.206.119;0;0;0;0;0;0;2;0;0;0;0;0;0;0.05072014852;0.003189628848;3;109109
183;005665;5665;0;MARANDU;0.03263513279;2.78E-05;0.3452207906;200;173;0;11;0;0;11;5.793.393.836;5.011.285.668;0;318.636.661;0;0;318.636.661;9.896.157.171;0;005665
184;005111;5111;0;LA ESMERALDA;0.02725656445;4.30E-05;0.5344021336;325;252;1;8;0;0;17;6.081.562.546;4.715.550.036;1.871.250.014;1.497.000.011;0;0;3.181.125.024;8.809.922.718;0;005111
185;007201;7201;0;CAMPIN;0.02443587394;3.32E-05;0.4128210359;481;212;2;6;0;0;11;1.165.153.803;5.135.397.219;4.844.714.358;1.453.414.307;0;0;2.664.592.897;1.151.568.453;0;007201
186;002434;2434;0;JERUSALEN;0.02146180218;1.44E-05;0.1790893343;108;21;0;2;0;0;6;603.050.988;1.172.599.143;0;1.116.761.089;0;0;3.350.283.267;602.551.307;3;002434
187;001345;1345;0;DONA LILIANA;0.01028496676;6.52E-06;0.0810016407;4;6;0;2;0;0;7;493.817.158;7.407.257.369;0;246.908.579;0;0;8.641.800.264;8.223.619.049;0;001345
188;204104;204104;2;PASQUILLA URBANA;0.01160018052;5.56E-06;0.06916807379;0;5;0;0;0;0;2;0;7.228.768.601;0;0;0;0;289.150.744;2.240.486.104;3;204104
189;005406;5406;0;BONANZA;0.02998329952;4.92E-05;0.6115828357;632;598;0;18;0;0;15;1.033.384.136;9.777.906.853;0;2.943.182.665;0;0;2.452.652.221;1.369.931.795;0;005406
190;006312;6312;0;MODELIA OCCIDENTAL;0.03176581301;5.72E-05;0.7110024976;540;527;2;10;0;0;28;759.491.003;7.412.069.603;2.812.929.641;140.646.482;0;0;3.938.101.497;1.158.159.231;0;006312
191;005202;5202;0;DOCE DE OCTUBRE;0.02712665515;2.94E-05;0.3660841565;486;263;0;4;0;0;8;1.327.563.598;7.184.140.458;0;1.092.644.937;0;0;2.185.289.873;1.148.689.659;0;005202
192;005206;5206;0;LA LIBERTAD;0.01606494176;1.28E-05;0.1588205324;102;22;0;0;0;0;2;6.422.343.412;1.385.211.324;0;0;0;0;1.259.283.022;3.998.520.535;3;005206
193;001306;1306;0;SAN PEDRO;0.02569545909;1.95E-05;0.2429525624;76;79;0;10;0;0;4;3.128.182.689;3.251.663.584;0;4.116.029.854;0;0;1.646.411.941;7.723.066.471;5;001306
194;001110;1110;0;SAN JAVIER;0.01258842431;4.11E-06;0.05109428998;27;17;0;1;0;0;3;5.284.347.823;3.327.181.963;0;195.716.586;0;0;5.871.497.581;9.329.918.726;0;001110
195;005102;5102;0;POPULAR MODELO;0.02652588251;4.32E-05;0.5367725785;343;115;0;6;0;0;28;6.390.043.265;2.142.434.331;0;1.117.791.825;0;0;5.216.361.849;7.900.481.571;0;005102
196;008418;8418;0;SAN PATRICIO;0.0361792708;7.12E-05;0.8853369649;1033;363;12;14;5;0;29;1.166.787.383;4.100.133.784;1.355.416.127;1.581.318.815;5.647.567.195;0;3.275.588.973;1.482.048.162;0;008418
197;005658;5658;0;VILLA SAGRARIO;0.006540625028;2.62E-06;0.03260824432;29;5;0;0;0;0;2;8.893.456.426;1.533.354.556;0;0;0;0;6.133.418.225;8.072.785.155;3;005658
198;004635;4635;0;SAN BERNARDINO II;0.01673884657;1.08E-05;0.1348647611;48;7;0;0;0;0;1;3.559.120.975;5.190.384.755;0;0;0;0;7.414.835.364;2.098.147.334;3;004635
199;001106;1106;0;SAN BLAS;0.02100858769;1.19E-05;0.1482993344;112;72;0;4;0;0;3;755.229.283;4.855.045.391;0;2.697.247.439;0;0;2.022.935.579;9.299.649.122;0;001106
200;001322;1322;0;SAN RAFAEL USME;0.01981928938;1.74E-05;0.21683384;14;32;0;4;0;0;4;6.456.556.782;1.475.784.407;0;1.844.730.509;0;0;1.844.730.509;3.885.793.277;3;001322
201;001334;1334;0;LAS GAVIOTAS;0.01725472712;1.59E-05;0.1977422302;17;6;0;2;0;0;2;8.597.050.808;3.034.253.226;0;1.011.417.742;0;0;1.011.417.742;2.023.983.564;3;001334
202;009236;9236;0;LA CAROLINA DE SUBA;0.01708251333;1.25E-05;0.1560196547;25;22;0;1;0;0;2;1.602.362.218;1.410.078.752;0;6.409.448.874;0;0;1.281.889.775;2.791.625.054;3;009236
203;005640;5640;0;BOLIVIA ORIENTAL;0.03374698624;3.23E-05;0.4015701542;103;37;0;6;0;0;7;2.564.931.654;9.213.832.156;0;1.494.134.944;0;0;1.743.157.435;3.906.297.334;3;005640
204;009267;9267;0;VILLA MARIA I;0.01955891877;1.45E-05;0.1797645802;162;61;0;5;0;0;9;9.011.786.405;339.332.698;0;2.781.415.557;0;0;5.006.548.003;1.094.134.502;0;009267
205;005644;5644;0;BOCHICA II;0.04078584436;6.07E-05;0.7544068994;1024;337;0;16;1;1;15;1.357.357.682;4.467.085.339;0;2.120.871.378;1.325.544.611;1.325.544.611;1.988.316.917;1.162.561.211;0;005644
206;009213;9213;0;EL PINO;0.03105044515;3.88E-05;0.482276987;480;187;0;5;0;0;29;9.952.786.737;3.877.439.833;0;1.036.748.618;0;0;6.013.141.987;1.067.349.693;0;009213
207;006106;6106;0;EL LISTON;0.02566032819;3.36E-05;0.4172644786;427;217;1;11;0;0;15;1.023.331.776;5.200.538.534;2.396.561.537;263.621.769;0;0;3.594.842.305;1.203.703.182;0;006106
208;001425;1425;0;GRANJAS DE SANTA SOFIA;0.01762256952;1.40E-05;0.1745060757;146;13;0;4;0;0;1;8.366.470.874;7.449.597.353;0;2.292.183.801;0;0;5.730.459.502;5.935.473.355;0;001425
209;001406;1406;0;SAN ISIDRO;0.01261333804;8.76E-06;0.1088723025;124;70;0;3;0;0;2;1.138.948.999;6.429.550.803;0;2.755.521.773;0;0;1.837.014.515;115.859.836;0;001406
210;006510;6510;0;VILLA ALSACIA II;0.02142681385;2.19E-05;0.2727268927;230;91;0;10;0;0;11;8.433.345.086;3.336.671.316;0;3.666.671.776;0;0;4.033.338.954;1.085.908.704;0;006510
211;102602;102602;1;CENTRO USME RURAL I;0.006994559395;2.18E-06;0.02705156868;4;11;0;2;0;0;0;1.478.657.318;4.066.307.625;0;7.393.286.591;0;0;0;9.430.705.005;5;102602
212;006501;6501;0;COOPERATIVA DE SUB-OFICIALES;0.03643211325;6.92E-05;0.8601539265;244;228;2;10;0;0;4;2.836.701.577;2.650.688.359;2.325.165.227;1.162.582.614;0;0;4.650.330.455;4.504.095.716;3;006501
213;104118;104118;1;CIUDAD BOLIVAR RURAL III;0.02825430944;3.73E-05;0.4635826912;2;0;0;0;0;0;0;4.314.224.922;0;0;0;0;0;0;0.01610682291;3;104118
214;005401;5401;0;POTOSI;0.04836608027;6.92E-05;0.8602525265;514;3202;2;16;0;0;26;5.974.989.717;3.722.162.855;2.324.898.723;1.859.918.978;0;0;3.022.368.339;280.843.782;1;005401
215;009109;9109;0;NIZA SUR;0.03504461728;7.80E-05;0.9704114984;226;182;0;10;1;0;18;2.328.908.925;1.875.493.028;0;1.030.490.675;1.030.490.675;0;1.854.883.215;4.261.470.306;3;009109
216;001102;1102;0;BUENOS AIRES;0.02893658092;2.55E-05;0.3173272538;98;63;0;14;0;0;19;308.829.446;1.985.332.153;0;4.411.849.229;0;0;5.987.509.668;9.958.950.988;5;001102
217;009228;9228;0;LOMBARDIA;0.02529556295;2.81E-05;0.3495358741;347;126;0;8;0;0;14;9.927.450.247;3.604.780.205;0;2.288.749.337;0;0;4.005.311.339;103.436.071;0;009228
218;001434;1434;0;CARMEN DEL SOL;0.02486673248;1.41E-05;0.1752284364;76;23;0;2;0;0;8;433.719.558;1.312.572.347;0;1.141.367.258;0;0;4.565.469.032;6.260.900.715;3;001434
219;001317;1317;0;PUENTE COLORADO;0.01164097408;5.07E-06;0.0629800916;13;16;0;3;0;0;2;2.064.144.346;2.540.485.349;0;476.341.003;0;0;3.175.606.687;8.441.731.044;5;001317
220;001320;1320;0;NUEVA GLORIA;0.01844021769;1.48E-05;0.1834199873;53;28;0;3;0;0;3;2.889.543.326;1.526.551.191;0;1.635.590.562;0;0;1.635.590.562;4.437.663.727;3;001320
221;001329;1329;0;EL PARAISO;0.0120080978;5.10E-06;0.063337097;10;34;0;1;0;0;1;1.578.853.543;5.368.102.046;0;1.578.853.543;0;0;1.578.853.543;6.105.927.913;0;001329
222;006215;6215;0;PUENTE ARANDA;0.03444490043;6.16E-05;0.7657537663;467;440;0;5;0;0;9;6.098.566.152;5.745.972.392;0;6.529.514.081;0;0;1.175.312.535;694.564.308;3;006215
223;007208;7208;0;BANCO CENTRAL;0.01486161886;1.28E-05;0.159668889;256;140;2;3;0;0;8;1.603.317.977;8.768.145.185;1.252.592.169;1.878.888.254;0;0;5.010.368.677;1.904.493.155;1;007208
224;002545;2545;0;EL SATELITE;0.01548796857;1.02E-05;0.1268022494;215;144;0;7;0;1;14;1.695.553.518;1.135.626.542;0;5.520.406.803;0;7.886.295.433;1.104.081.361;2.800.656.557;4;002545
225;002627;2627;0;LA REFORMA;0.01590895444;1.25E-05;0.1550678556;73;22;0;7;0;0;2;4.707.616.528;1.418.733.748;0;4.514.152.835;0;0;1.289.757.953;736.839.348;5;002627
226;001328;1328;0;SANTA RITA SUR ORIENTAL;0.02234934809;1.94E-05;0.2413343676;79;80;0;3;0;0;9;3.273.466.634;331.490.292;0;1.243.088.595;0;0;3.729.265.785;6.596.612.848;3;001328
227;004558;4558;0;CAMPO HERMOSO;0.01140474137;6.34E-06;0.07882543169;78;17;0;1;0;1;3;9.895.283.582;215.666.437;0;12.686.261;0;12.686.261;3.805.878.301;1.368.369.323;4;004558
228;006502;6502;0;MARSELLA;0.04470740433;7.41E-05;0.921029092;693;178;1;4;0;0;18;7.524.192.297;1.932.620.821;1.085.742.034;4.342.968.137;0;0;1.954.335.662;5.820.468.751;3;006502
229;002512;2512;0;AREA ARTILLERIA;0.06310096293;0.0001234988636;1.535.244.525;29;3;0;2;0;0;1;1.888.949.905;1.954.086.109;0;1.302.724.073;0;0;0.6513620363;0.237501833;3;002512
230;009134;9134;0;SAN JOSE V SECTOR;0.02562249469;2.39E-05;0.2965861032;139;75;0;8;0;1;9;468.666.598;2.528.776.608;0;2.697.361.715;0;3.371.702.144;303.453.193;8.895.173.306;0;009134
231;009219;9219;0;CAMPANELLA;0.02211598505;2.54E-05;0.3161101828;150;40;0;9;0;0;15;4.745.180.894;1.265.381.572;0;2.847.108.536;0;0;4.745.180.894;799.929.901;0;009219
232;009247;9247;0;IRAGUA;0.01021807806;6.31E-06;0.07842684117;8;0;0;1;0;0;1;1.020.058.934;0;0;1.275.073.667;0;0;1.275.073.667;2.304.426.866;3;009247
233;201503;201503;2;SIBERIA II;0.006084719893;1.84E-06;0.02292629862;10;14;0;0;0;0;0;4.361.803.083;6.106.524.316;0;0;0;0;0;5.194.224.097;3;201503
234;004512;4512;0;TIMIZA;0.02752087374;2.43E-05;0.3016424048;309;239;0;13;0;0;21;102.439.178;7.923.289.172;0;430.973.888;0;0;6.961.885.884;1.662.071.766;5;004512
235;004510;4510;0;CIUDAD KENNEDY ORIENTAL;0.03038456488;4.87E-05;0.6055181839;554;230;0;19;0;0;36;9.149.188.493;3.798.399.555;0;3.137.808.328;0;0;5.945.321.042;1.213.307.686;0;004510
236;008417;8417;0;SANTA BARBARA OCCIDENTAL;0.03899979092;8.46E-05;1.051.834.784;1525;608;8;21;19;0;33;1.449.847.469;5.780.375.484;7.605.757.215;1.996.511.269;1.806.367.339;0;3.137.374.851;1.834.418.907;1;008417
237;008307;8307;0;CHICO NORTE;0.04416517446;7.89E-05;0.9805336021;1522;630;25;19;28;0;66;1.552.216.055;6.425.073.028;2.549.632.154;1.937.720.437;2.855.588.012;0;6.731.028.886;2.806.765.744;1;008307
238;005506;5506;0;JARDIN BOTANICO;0.04704754806;0.0001326739;1.649.558.727;567;246;0;25;0;2;22;3.437.282.898;1.491.307.924;0;1.515.556.833;0;1.212.445.467;1.333.690.013;4.825.060.439;0;005506
239;004309;4309;0;LA CAMELIA;0.02355139928;2.46E-05;0.3056882683;154;135;0;9;0;0;10;5.037.811.913;441.626.369;0;2.944.175.794;0;0;3.271.306.437;9.106.964.994;0;004309
240;005673;5673;0;PUEBLO VIEJO;0.004930945138;6.44E-07;0.008001693015;1;0;0;0;0;0;0;1.249.735.522;0;0;0;0;0;0;0.4665790288;3;005673
241;007405;7405;0;ONCE DE NOVIEMBRE;0.01387836726;1.16E-05;0.1445447691;291;117;0;2;0;0;1;2.013.217.094;8.094.378.007;0;138.365.436;0;0;6.918.271.801;1.389.506.852;1;007405
242;006311;6311;0;MODELIA;0.02497232419;3.75E-05;0.4665358643;614;132;2;10;0;1;18;1.316.083.172;2.829.364.473;4.286.915.868;2.143.457.934;0;2.143.457.934;3.858.224.282;1.283.274.981;0;006311
243;009239;9239;0;LAS MERCEDES SUBA;0.0111029608;3.30E-06;0.04102853002;1;2;0;0;0;0;0;2.437.328.365;487.465.673;0;0;0;0;0;0.3756412784;3;009239
244;202502;202502;2;EL UVAL;0.003681338194;4.43E-07;0.005508228468;0;0;0;1;0;0;0;0;0;0;1.815.465.727;0;0;0;1.597.150.938;5;202502
245;002509;2509;0;SAN BENITO;0.02697245869;3.79E-05;0.4706352986;179;102;0;1;0;0;5;3.803.369.627;2.167.283.251;0;2.124.787.501;0;0;1.062.393.751;3.540.532.013;3;002509
246;002593;2593;0;TUNJUELITO;0.04723671413;7.60E-05;0.944116444;9;9;0;1;0;0;0;9.532.722.428;9.532.722.428;0;1.059.191.381;0;0;0;0.1844361107;3;002593
247;008413;8413;0;SANTA BARBARA ORIENTAL;0.02546300731;2.66E-05;0.3306045501;541;282;7;15;1;0;16;1.636.396.111;8.529.828.156;211.733.323;4.537.142.636;3.024.761.758;0;4.839.618.812;2.408.182.865;1;008413
248;002625;2625;0;ARRAYANES V;0.07634350037;9.53E-05;1.184.908.289;25;26;0;4;0;0;2;2.109.867.931;2.194.262.648;0;3.375.788.689;0;0;1.687.894.345;0.6100300978;3;002625
249;001111;1111;0;SANTA ANA SUR;0.02326552154;1.43E-05;0.1773423547;126;103;0;4;0;0;8;7.104.901.713;580.797.521;0;2.255.524.353;0;0;4.511.048.707;108.651.534;0;001111
250;001107;1107;0;LAS MERCEDES;0.02187693611;1.72E-05;0.2139777528;91;29;0;5;0;0;3;4.252.778.563;1.355.281.081;0;2.336.691.518;0;0;1.402.014.911;5.316.510.668;0;001107
251;002437;2437;0;LA PRADERA;0.02257748935;2.24E-05;0.2778782336;99;39;0;0;0;0;7;3.562.711.578;140.349.244;0;0;0;0;2.519.088.994;3.733.826.044;3;002437
252;107112;107112;1;LA LOMITA;0.1158185885;0.0003679837033;4.576.098.947;43;3;0;0;0;0;10;9.396.649.962;0.6555802299;0;0;0;0;2.185.267.433;0.1763343062;3;107112
253;002102;2102;0;SAN ANTONIO;0.02926774493;4.95E-05;0.6149921195;499;289;0;10;0;0;23;8.113.925.109;4.699.247.207;0;1.626.037.096;0;0;3.739.885.321;9.555.695.791;0;002102
254;002542;2542;0;SERRANIAS;0.01161719353;5.44E-06;0.06766535001;20;4;0;1;0;0;7;2.955.722.537;5.911.445.074;0;1.477.861.269;0;0;1.034.502.888;9.254.486.675;0;002542
255;001413;1413;0;LA RESURRECCION;0.02286171658;1.63E-05;0.2022386673;102;28;0;6;0;0;5;5.043.545.893;1.384.502.794;0;2.966.791.702;0;0;2.472.326.418;6.856.214.671;0;001413
256;004583;4583;0;ARGELIA II;0.01498639114;1.01E-05;0.1251234986;35;28;0;4;0;0;5;2.797.236.362;223.778.909;0;3.196.841.557;0;0;3.996.051.946;7.676.439.671;0;004583
