level0;id;SCaCodigo;SCaTipo;SCaNombre;SHAPE_Leng;SHAPE_Area;areakm;count_hurtos;count_accidentes;count_alojamiento;count_sitp;count_restaurantes;count_parques;count_sitios;hurtos;accidentes;alojamiento;sitp;restaurantes;parques;sitios;c1_index;cluster;
586;007101;7101;0;LA SOLEDAD;0.02986383974;4.89E-05;0.6085425448;1104;275;7;19;2;0;31;181.417.061;4.518.993.821;1.150.289.336;3.122.213.913;3.286.540.961;0;5.094.138.489;189.550.755;1;007101
587;001211;1211;0;POLICARPA;0.01352059237;1.11E-05;0.1381639554;121;36;0;1;0;0;3;875.771.106;2.605.599.985;0;7.237.777.735;0;0;2.171.333.321;6.793.333.561;3;001211
588;002436;2436;0;BELLAVISTA;0.01912239001;1.78E-05;0.2217780164;67;30;0;0;0;0;1;3.021.038.833;1.352.703.955;0;0;0;0;4.509.013.184;2.201.322.394;3;002436
589;007206;7206;0;BELALCAZAR;0.02590409681;2.16E-05;0.268280747;834;436;3;6;0;0;12;3.108.683.755;162.516.321;1.118.231.567;2.236.463.133;0;0;4.472.926.267;2.867.521.095;1;007206
590;002408;2408;0;FATIMA;0.02522896135;3.20E-05;0.3983814047;329;146;1;11;0;0;13;8.258.417.591;3.664.829.691;2.510.157.322;2.761.173.055;0;0;3.263.204.519;1.033.277.884;0;002408
591;004603;4603;0;EL PARAISO;0.01664947453;7.79E-06;0.09689363837;86;19;0;3;0;0;2;8.875.711.703;1.960.913.051;0;3.096.178.501;0;0;2.064.119.001;8.480.625.835;0;004603
592;004613;4613;0;PROVIVIENDA OCCIDENTAL;0.0228726608;1.83E-05;0.2275247023;318;84;0;1;0;0;6;1.397.650.439;369.190.682;0;4.395.127.166;0;0;26.370.763;941.886.544;0;004613
593;004604;4604;0;BRASILIA;0.02214103089;2.29E-05;0.2841242183;182;52;0;9;0;0;9;6.405.648.948;1.830.185.414;0;3.167.628.601;0;0;3.167.628.601;8.238.931.549;0;004604
594;005648;5648;0;VILLA AMALIA;0.02883353516;2.17E-05;0.270235812;160;264;0;14;0;0;15;5.920.754.871;9.769.245.537;0;5.180.660.512;0;0;5.550.707.691;1.596.335.236;5;005648
595;102707;102707;1;OLARTE;0.2078758582;0.001644238564;2.043.691.389;11;0;0;0;0;0;1;0.5382417356;0;0;0;0;0;0.04893106687;0.005086602813;3;102707
596;002543;2543;0;COMUNEROS;0.01620361285;1.09E-05;0.1353995988;112;125;0;6;0;0;2;8.271.811.809;9.231.932.823;0;4.431.327.755;0;0;1.477.109.252;1.330.636.856;5;002543
597;006301;6301;0;SANTA CECILIA;0.0459987949;6.94E-05;0.8634119303;910;518;10;9;0;0;37;1.053.958.103;5.999.453.816;1.158.195.717;1.042.376.146;0;0;4.285.324.154;1.394.906.469;0;006301
598;004563;4563;0;GUADALUPE;0.02681725113;2.01E-05;0.2495454375;121;167;0;4;0;0;1;4.848.816.361;6.692.168.035;0;1.602.914.499;0;0;4.007.286.249;7.380.186.352;0;004563
599;004406;4406;0;OSPINA PEREZ;0.01488024082;1.41E-05;0.1747149527;75;11;0;1;0;0;42;4.292.706.424;6.295.969.423;0;5.723.608.566;0;0;2.403.915.598;1.759.128.228;0;004406
600;004533;4533;0;EL RETAZO;0.02988887601;3.55E-05;0.4416636296;338;174;0;13;0;1;15;7.652.882.814;3.939.649.732;0;2.943.416.467;0;2.264.166.513;3.396.249.769;1.081.461.113;0;004533
601;004503;4503;0;PROVIVIENDA ORIENTAL;0.03387407215;5.85E-05;0.7278570034;886;705;2;27;1;0;22;1.217.272.068;968.596.849;2.747.792.479;3.709.519.847;137.389.624;0;3.022.571.727;1.635.089.537;0;004503
602;004211;4211;0;BOCHICA;0.01818057143;1.61E-05;0.2000825517;104;96;0;3;0;1;4;5.197.854.542;4.798.019.577;0;1.499.381.118;0;499.793.706;1.999.174.824;9.375.292.601;4;004211
603;004504;4504;0;PROVIVIENDA;0.04612814353;7.73E-05;0.9607713869;984;800;2;22;0;0;21;1.024.177.045;8.326.642.642;2.081.660.661;2.289.826.727;0;0;2.185.743.694;1.259.591.695;0;004504
604;001108;1108;0;SAN CRISTOBAL SUR;0.05358147112;5.37E-05;0.6677776326;281;84;0;21;0;1;27;4.207.987.604;1.257.903.768;0;3.144.759.419;0;1.497.504.485;404.326.211;8.231.061.153;0;001108
605;002560;2560;0;BELLAVISTA LUCERO ALTO;0.02592853558;1.78E-05;0.2215795759;78;21;0;3;0;0;7;3.520.180.038;9.477.407.794;0;1.353.915.399;0;0;3.159.135.931;5.045.428.929;3;002560
606;008301;8301;0;CHICO NORTE II SECTOR;0.03063162999;4.62E-05;0.5746643421;1050;439;10;19;9;0;47;1.827.153.563;7.639.242.038;174.014.625;3.306.277.875;1.566.131.625;0;8.178.687.376;2.709.105.573;1;008301
607;006531;6531;0;CIUDAD TECHO II;0.04380574764;6.54E-05;0.8127524694;575;315;0;11;0;0;16;7.074.724.737;3.875.718.769;0;1.353.425.602;0;0;1.968.619.057;7.333.113.751;0;006531
608;006521;6521;0;SABANA GRANDE;0.04777366052;7.27E-05;0.9034935577;378;204;0;8;0;0;22;4.183.759.771;2.257.902.099;0;8.854.518.033;0;0;2.434.992.459;5.190.692.574;3;006521
609;002555;2555;0;SAN JUAN BAUTISTA;0.02028537739;9.75E-06;0.1212282501;49;10;0;2;0;0;2;4.041.962.164;8.248.902.375;0;1.649.780.475;0;0;1.649.780.475;4.479.597.017;0;002555
610;009113;9113;0;SAN JOSE DE BAVARIA;0.06956942944;0.0001754618622;2.181.866.241;235;281;0;4;0;0;28;1.077.059.609;1.287.888.298;0;1.833.292.951;0;0;1.283.305.066;2.122.460.802;3;009113
611;105402;105402;1;CHARCO RURAL;0.04235892336;6.74E-05;0.8375656716;11;10;0;0;0;0;0;1.313.329.853;119.393.623;0;0;0;0;0;0.1187495902;3;105402
612;002307;2307;0;INGLES;0.02717403149;3.95E-05;0.4911354819;397;186;0;10;0;0;9;8.083.309.284;3.787.142.385;0;2.036.098.056;0;0;1.832.488.251;8.172.909.452;0;002307
613;002308;2308;0;CLARET;0.02378901231;3.02E-05;0.3751288427;284;166;1;7;0;0;14;7.570.732.177;4.425.146.272;2.665.750.767;1.866.025.537;0;0;3.732.051.073;1.006.629.276;0;002308
614;004617;4617;0;TINTALITO;0.01940771214;9.67E-06;0.120248752;414;148;0;4;0;0;2;3.442.863.175;1.230.782.005;0;3.326.437.851;0;0;1.663.218.925;2.401.292.918;1;004617
615;004611;4611;0;EL JAZMIN;0.01643928861;1.35E-05;0.1678321954;84;25;0;9;0;0;3;5.004.999.177;1.489.583.088;0;5.362.499.118;0;0;1.787.499.706;8.580.134.237;5;004611
616;004605;4605;0;CHICALA;0.02154557062;1.65E-05;0.2051522186;188;117;0;10;0;0;8;916.392.722;5.703.082.366;0;4.874.429.372;0;0;3.899.543.498;1.349.204.278;5;004605
617;205209;205209;2;EL JAZMIN;0.01221009477;7.20E-06;0.08956001028;14;0;0;0;0;0;0;1.563.197.677;0;0;0;0;0;0;0.583607684;3;205209
618;004619;4619;0;CHUCUA DE LA VACA III;0.01831288692;1.23E-05;0.1532433597;89;39;1;2;0;0;1;5.807.755.729;2.544.971.612;6.525.568.235;1.305.113.647;0;0;6.525.568.235;6.846.279.453;0;004619
619;004632;4632;0;LA CABANA;0.01608325508;1.51E-05;0.1877937402;126;27;0;3;0;0;4;6.709.488.817;1.437.747.604;0;1.597.497.337;0;0;212.999.645;6.089.359.351;0;004632
620;004593;4593;0;LA LIBERTAD;0.01757207896;1.50E-05;0.186867763;180;121;0;7;0;0;7;9.632.480.054;6.475.167.147;0;3.745.964.465;0;0;3.745.964.465;1.302.847.147;0;004593
621;004618;4618;0;DINTALITO;0.02187055183;2.00E-05;0.2490308004;423;151;0;5;0;0;7;1.698.585.072;6.063.506.994;0;2.007.783.773;0;0;2.810.897.282;1.341.622.105;1;004618
622;103109;103109;1;LAS SOPAS;0.4375958646;0.008301846882;1.031.385.857;0;0;0;0;0;0;1;0;0;0;0;0;0;0.009695692388;0.0006097312615;3;103109
623;009262;9262;0;LA GAITANA ORIENTAL;0.01876378123;1.26E-05;0.1566695885;79;31;0;1;0;0;8;5.042.459.151;1.978.686.502;0;6.382.859.684;0;0;5.106.287.747;6.810.688.317;3;009262
624;008514;8514;0;EL CONTADOR;0.02320348533;3.37E-05;0.4185631343;447;163;0;9;0;0;10;1.067.939.251;389.427.512;0;2.150.213.256;0;0;238.912.584;9.655.139.074;0;008514
625;005666;5666;0;LA FAENA;0.02773918709;2.45E-05;0.3040768359;65;18;0;3;0;0;6;2.137.617.613;5.919.556.466;0;9.865.927.443;0;0;1.973.185.489;3.252.549.017;3;005666
626;208126;208126;2;SAN ISIDRO RURAL II;0.04245615151;3.84E-05;0.4768225023;21;19;0;5;0;0;0;4.404.154.565;3.984.711.273;0;104.860.823;0;0;0;1.319.614.857;3;208126
627;205221;205221;2;GALAN RURAL;0.01905761277;1.46E-05;0.1815240661;10;0;0;0;0;0;0;5.508.911.415;0;0;0;0;0;0;0.2056709193;3;205221
628;102405;102405;1;PEPINITOS;0.02381768732;2.39E-05;0.2972091045;2;0;0;0;0;0;0;6.729.268.955;0;0;0;0;0;0;0.02512320181;3;102405
629;009116;9116;0;PRADO VERANIEGO NORTE;0.04722949022;6.25E-05;0.777632134;305;163;0;9;0;0;35;3.922.163.021;2.096.106.795;0;115.735.958;0;0;4.500.842.811;6.536.908.138;3;009116
630;109114;109114;1;TUNAL BAJO;0.1231459298;0.0005038239143;6.258.446.533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;109114
631;005503;5503;0;BELLAVISTA OCCIDENTAL;0.02267619377;2.99E-05;0.3723013571;403;130;0;17;0;0;15;1.082.456.436;3.491.794.953;0;4.566.193.401;0;0;4.028.994.177;1.263.103.074;5;005503
632;001205;1205;0;SOCIEGO;0.02225600871;2.57E-05;0.3200064516;434;160;0;11;0;0;14;1.356.222.657;4.999.899.196;0;3.437.430.697;0;0;4.374.911.796;1.375.825.271;0;001205
633;002573;2573;0;ARBORIZADORA ALTA;0.02206640633;1.61E-05;0.1996874952;75;21;0;8;0;0;7;3.755.868.634;1.051.643.218;0;4.006.259.876;0;0;3.505.477.392;7.745.288.945;5;002573
634;205402;205402;2;EL CHARCO;0.02242207884;1.24E-05;0.1544909982;41;45;0;1;0;0;1;2.653.876.309;291.279.107;0;6.472.869.045;0;0;6.472.869.045;3.668.175.312;3;205402
635;001420;1420;0;EL PLAYON;0.02409470299;1.63E-05;0.2026148149;112;103;0;3;0;0;8;5.527.730.047;5.083.537.453;0;1.480.641.977;0;0;3.948.378.605;8.817.762.199;0;001420
636;209106;209106;2;LA UNION URBANO;0.007324868765;1.97E-06;0.02446951499;0;0;0;0;0;0;1;0;0;0;0;0;0;4.086.717.699;2.570.006.801;3;209106
637;001404;1404;0;SOSIEGO SUR;0.02775588606;3.40E-05;0.4223366525;557;270;0;10;0;0;22;1.318.853.092;6.393.004.216;0;2.367.779.339;0;0;5.209.114.547;1.401.579.204;0;001404
638;001308;1308;0;SANTA INES SUR;0.03111233146;3.30E-05;0.4103111938;99;72;0;11;0;1;12;2.412.802.806;1.754.765.677;0;2.680.892.007;0;2.437.174.552;2.924.609.462;7.126.090.374;0;001308
639;003109;3109;0;VERACRUZ;0.02327246196;2.85E-05;0.3546915299;2790;491;18;12;6;0;139;7.865.989.922;1.384.301.452;5.074.832.208;3.383.221.472;1.691.610.736;0;3.918.898.205;8.144.756.002;2;003109
640;001362;1362;0;ARBOLEDA SANTA TERESITA;0.0135099271;7.87E-06;0.09788514078;1;0;0;0;0;0;0;1.021.605.518;0;0;0;0;0;0;0.03814084677;3;001362
641;002311;2311;0;VILLA MAYOR;0.0181037893;1.62E-05;0.2016817817;150;89;0;8;0;0;10;7.437.459.088;4.412.892.392;0;3.966.644.847;0;0;4.958.306.059;1.196.130.072;5;002311
642;002570;2570;0;EL MIRADOR;0.04596903141;4.82E-05;0.5994517002;60;42;0;14;0;0;6;1.000.914.669;7.006.402.681;0;233.546.756;0;0;1.000.914.669;3.466.872.642;0;002570
643;003104;3104;0;LA CONCORDIA;0.01207910654;7.26E-06;0.09019507215;276;32;18;0;0;1;31;306.003.414;3.547.865.669;1.995.674.439;0;0;1.108.708.022;3.436.994.867;8.962.519.137;4;003104
644;008512;8512;0;CEDRITOS;0.03725640343;5.07E-05;0.6298148558;634;253;0;16;2;0;22;1.006.645.039;4.017.053.546;0;254.042.912;31.755.364;0;349.309.004;1.122.515.033;0;008512
645;004201;4201;0;PENSILVANIA;0.03344070574;6.79E-05;0.844215411;690;316;0;10;0;0;27;8.173.269.417;3.743.120.487;0;11.845.318;0;0;3.198.235.859;8.290.501.875;0;004201
646;008101;8101;0;SAGRADO CORAZON;0.01725219826;1.56E-05;0.1937987621;737;208;1;8;0;0;19;3.802.913.868;1.073.278.269;515.999.168;4.127.993.344;0;0;9.803.984.193;3.155.363.883;1;008101
647;008518;8518;0;CAOBOS SALAZAR;0.03267360051;6.09E-05;0.757729905;518;214;0;14;0;0;20;6.836.209.005;2.824.225.342;0;1.847.624.055;0;0;2.639.462.936;7.486.709.971;0;008518
648;202309;202309;2;EL BOSQUE SUR ORIENTAL RURAL III;0.01562035143;9.22E-06;0.1146570955;0;49;0;0;0;0;3;0;4.273.612.531;0;0;0;0;2.616.497.468;4.140.919.905;3;202309
649;201108;201108;2;EL REFUGIO II;0.005488400709;1.62E-06;0.02013745915;2;0;0;0;0;0;0;9.931.739.576;0;0;0;0;0;0;0.3707937658;3;201108
650;108113;108113;1;BOSQUE DE PINOS III RURAL;0.03036434898;1.10E-05;0.1369494332;0;0;0;0;0;0;1;0;0;0;0;0;0;7.301.965.231;0.4591973728;3;108113
651;005504;5504;0;LA ESTRADITA;0.01955114068;2.00E-05;0.2492228647;177;161;0;2;0;0;6;7.102.077.099;6.460.081.429;0;8.024.945.875;0;0;2.407.483.762;8.643.718.817;0;005504
652;009244;9244;0;VILLA HERMOSA;0.02947344946;9.43E-06;0.1172629284;48;18;0;0;0;0;7;4.093.365.284;1.535.011.981;0;0;0;0;5.969.491.039;6.178.587.718;3;009244
653;008314;8314;0;ANTIGUO COUNTRY;0.02270593859;3.11E-05;0.3868826604;1221;178;4;5;3;0;25;3.155.995.667;4.600.878.205;1.033.905.215;1.292.381.518;7.754.289.109;0;6.461.907.591;2.394.177.078;1;008314
654;002538;2538;0;USMINIA;0.02652124683;1.67E-05;0.2075004002;59;50;0;6;0;0;19;2.843.368.011;2.409.633.907;0;2.891.560.689;0;0;9.156.608.848;1.077.074.793;0;002538
655;002530;2530;0;QUIBA;0.02517901796;1.72E-05;0.213603631;37;40;0;9;0;0;9;1.732.180.292;1.872.627.343;0;4.213.411.522;0;0;4.213.411.522;8.096.595.742;5;002530
656;004203;4203;0;LA ASUNCION;0.02064145406;2.33E-05;0.289188366;272;256;0;8;0;0;9;940.563.425;8.852.361.647;0;2.766.363.015;0;0;3.112.158.392;1.307.151.188;0;004203
657;002633;2633;0;LAS VIOLETAS;0.01167687549;5.93E-06;0.07366700609;5;1;0;0;0;0;2;6.787.299.044;1.357.459.809;0;0;0;0;2.714.919.618;2.039.991.203;3;002633
658;003212;3212;0;LOURDES;0.01944513313;1.52E-05;0.1894181677;101;48;0;9;0;0;4;5.332.117.887;2.534.075.828;0;4.751.392.177;0;0;2.111.729.856;8.978.449.838;5;003212
659;001414;1414;0;MOLINOS DEL SUR;0.03547084432;3.16E-05;0.3934300089;400;186;0;13;0;0;17;1.016.699.263;4.727.651.572;0;3.304.272.604;0;0;4.320.971.867;1.218.062.859;0;001414
660;005510;5510;0;EL LAUREL;0.01706096068;1.73E-05;0.2154048757;265;232;1;3;0;0;8;1.230.241.419;1.077.041.544;4.642.420.449;1.392.726.135;0;0;3.713.936.359;1.560.501.029;1;005510
661;105223;105223;1;OSORIO XXIII;0.04236371915;6.53E-05;0.8123549524;2;0;0;0;0;0;0;2.461.977.974;0;0;0;0;0;0;0.009191603116;3;105223
662;205316;205316;2;VILLA EMMA;0.004254316891;1.07E-06;0.0132824433;4;3;0;1;0;0;0;3.011.494.127;2.258.620.595;0;7.528.735.318;0;0;0;9.066.576.796;5;205316
663;006417;6417;0;VILLA CARMENZA;0.01477172136;1.07E-05;0.1328871239;147;90;0;2;0;0;4;1.106.201.984;6.772.665.205;0;1.505.036.712;0;0;3.010.073.425;1.130.166.842;0;006417
664;005605;5605;0;EL ENCANTO;0.02179227584;2.60E-05;0.3235139613;283;114;0;8;0;0;11;8.747.690.482;3.523.804.646;0;2.472.845.366;0;0;3.400.162.378;9.637.268.003;0;005605
665;005205;5205;0;SIMON BOLIVAR;0.02131330761;1.83E-05;0.2271353116;237;50;0;0;0;0;7;1.043.430.888;2.201.330.988;0;0;0;0;3.081.863.384;7.119.075.681;3;005205
666;008403;8403;0;LA CAROLINA;0.03949136783;5.14E-05;0.6389522267;401;180;0;10;2;0;22;6.275.899.563;2.817.112.023;0;1.565.062.235;313.012.447;0;3.443.136.917;8.209.944.473;0;008403
667;002546;2546;0;NACIONES UNIDAS;0.02989065871;2.81E-05;0.3491777534;73;19;0;9;0;0;10;2.090.625.743;5.441.354.673;0;2.577.483.792;0;0;286.387.088;5.166.787.067;0;002546
668;001330;1330;0;CANADA O GUIRA;0.0285112543;2.26E-05;0.2811433111;82;78;0;9;0;0;7;2.916.661.958;2.774.385.765;0;3.201.214.344;0;0;2.489.833.378;7.090.994.831;0;001330
669;001417;1417;0;LOS MOLINOS;0.0190256814;1.51E-05;0.1873324491;139;32;0;6;0;0;36;7.419.963.848;1.708.193.116;0;3.202.862.093;0;0;1.921.717.256;1.867.042.761;0;001417
670;002531;2531;0;CANDELARIA LA NUEVA;0.02381833372;1.08E-05;0.1337905896;140;104;0;2;0;0;6;1.046.411.414;7.773.341.929;0;1.494.873.448;0;0;4.484.620.344;1.258.112.407;0;002531
671;002516;2516;0;MEXICO;0.01575485672;1.25E-05;0.1553108956;74;289;0;3;0;0;4;4.764.636.744;186.078.381;0;1.931.609.491;0;0;2.575.479.321;1.596.346.827;0;002516
672;009118;9118;0;BATAN;0.0490196273;8.31E-05;1.033.058.296;597;343;0;12;0;0;13;5.778.957.512;3.320.238.571;0;11.615.995;0;0;1.258.399.458;5.909.594.944;0;009118
673;001327;1327;0;LOS LIBERTADORES;0.02810650067;2.65E-05;0.3294177784;69;32;0;9;0;0;11;2.094.604.618;9.714.108.375;0;273.209.298;0;0;3.339.224.754;5.852.723.124;0;001327
674;004408;4408;0;TEJAR;0.01688022933;1.63E-05;0.2022141814;185;116;0;9;0;0;8;9.148.715.422;5.736.491.832;0;4.450.726.422;0;0;3.956.201.264;1.316.875.111;5;004408
675;004404;4404;0;AUTOPISTA SUR;0.03097616747;2.91E-05;0.3618934582;259;91;0;8;0;0;6;7.156.802.482;2.514.552.223;0;2.210.595.361;0;0;1.657.946.521;7.127.652.361;0;004404
676;004581;4581;0;TIMIZA C;0.01965726533;1.69E-05;0.2104054054;277;136;0;10;0;0;21;1.316.506.102;6.463.712.268;0;4.752.729.609;0;0;9.980.732.178;1.914.719.022;5;004581
677;002574;2574;0;CEDRITOS DEL SUR;0.01523583329;1.28E-05;0.1596295063;54;24;0;7;0;0;1;3.382.833.241;150.348.144;0;4.385.154.201;0;0;6.264.506.001;6.392.663.528;5;002574
678;007204;7204;0;QUESADA;0.0180788761;1.80E-05;0.2237873624;606;126;4;4;0;0;10;2.707.927.711;5.630.344.747;1.787.411.031;1.787.411.031;0;0;4.468.527.577;2.225.409.945;1;007204
679;103102;103102;1;TAQUECITOS;0.3156609027;0.003419042843;4.248.172.722;0;0;0;0;0;0;1;0;0;0;0;0;0;0.02353953253;0.001480326344;3;103102
680;101201;101201;1;HOYA TEUSACA;0.2807301166;0.002696790818;3.352.676.998;543;0;0;0;0;0;2;1.619.601.293;0;0;0;0;0;0.05965382294;0.06421799273;3;101201
681;104128;104128;1;EL MOCHUELO III;0.1309834272;0.0003634845135;4.518.351.063;3;0;0;4;0;0;3;0.6639590324;0;0;0.8852787099;0;0;0.6639590324;0.1221152605;3;104128
682;002426;2426;0;SANTO DOMINGO;0.01819045793;1.94E-05;0.2409827598;45;28;0;4;0;0;4;1.867.353.501;1.161.908.845;0;1.659.869.778;0;0;1.659.869.778;387.973.974;3;002426
683;003203;3203;0;SANTA BARBARA;0.02947329027;3.15E-05;0.3916025428;446;110;1;14;0;0;22;1.138.909.867;2.808.970.525;2.553.609.568;3.575.053.395;0;0;5.617.941.049;1.320.953.709;0;003203
684;002621;2621;0;SAN FELIPE DE USME;0.02268199875;1.06E-05;0.1314250879;23;13;0;4;0;0;5;1.750.046.385;9.891.566.525;0;3.043.558.931;0;0;3.804.448.664;6.301.023.121;0;002621
685;004104;4104;0;LA ESTANZUELA;0.02946632201;3.61E-05;0.4487427236;598;302;0;7;0;1;11;1.332.612.137;6.729.914.139;0;1.559.913.873;0;222.844.839;2.451.293.229;1.273.590.375;0;004104
686;001103;1103;0;VITELMA;0.02732326443;2.02E-05;0.2514025252;102;42;0;11;0;0;5;4.057.238.482;167.062.761;0;4.375.453.265;0;0;1.988.842.393;7.590.279.535;5;001103
687;009107;9107;0;PRADO VERANIEGO;0.02701374089;3.49E-05;0.4343484228;655;265;1;9;0;0;8;1.508.005.936;610.109.272;230.229.914;2.072.069.226;0;0;1.841.839.312;1.275.007.501;0;009107
688;004520;4520;0;LA PAZ BOSA;0.03171305397;3.76E-05;0.4675792432;237;131;0;13;0;0;14;5.068.659.558;2.801.664.144;0;2.780.277.395;0;0;2.994.144.887;7.857.182.386;0;004520
689;003101;3101;0;LA ALAMEDA;0.02059923484;2.12E-05;0.2629849886;1258;466;18;5;0;0;59;4.783.542.995;1.771.964.257;6.844.497.132;1.901.249.203;0;0;224.347.406;6.111.913.969;2;003101
690;004310;4310;0;PROVIVIENDA NORTE;0.0250566412;2.90E-05;0.3605332875;150;386;0;11;0;0;5;4.160.503.487;1.070.636.231;0;305.103.589;0;0;1.386.834.496;1.136.132.741;0;004310
691;004517;4517;0;JACQUELINE;0.03121691533;3.90E-05;0.4848685106;158;29;0;15;0;0;6;3.258.615.409;5.981.002.966;0;3.093.622.224;0;0;1.237.448.889;506.562.485;0;004517
692;202404;202404;2;SAN FELIPE DE USME RURAL;0.004198088758;7.97E-07;0.009910096958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;202404
693;003102;3102;0;LAS NIEVES;0.02480108538;3.68E-05;0.4573372093;2302;488;21;14;6;0;104;5.033.485.037;106.704.635;4.591.797.818;3.061.198.545;1.311.942.234;0;2.274.033.205;5.635.918.689;2;003102
694;006413;6413;0;SAN PABLO JERICO;0.03586552489;6.97E-05;0.8667316314;328;474;0;17;0;0;19;3.784.331.714;546.882.083;0;1.961.391.437;0;0;2.192.143.371;7.710.353.796;0;006413
695;102312;102312;1;CIUDAD LONDRES RURAL;0.0294374263;2.95E-05;0.3668906466;3;0;0;1;0;1;3;8.176.823.333;0;0;2.725.607.778;0;2.725.607.778;8.176.823.333;1.906.149.363;3;102312
696;103201;103201;1;BETANIA;0.1661965653;0.0008611154518;1.069.985.728;0;0;0;0;0;0;3;0;0;0;0;0;0;0.2803775716;0.01763205386;3;103201
697;006407;6407;0;GUADUAL FONTIBON;0.02146831103;2.23E-05;0.2777187725;150;66;1;3;0;0;6;5.401.147.306;2.376.504.815;3.600.764.871;1.080.229.461;0;0;2.160.458.922;6.614.444.355;3;006407
698;007303;7303;0;COLOMBIA;0.01892514378;2.25E-05;0.2803139271;321;186;7;8;0;0;8;1.145.144.671;6.635.417.722;2.497.200.218;2.853.943.106;0;0;2.853.943.106;1.870.600.776;1;007303
699;006315;6315;0;LA ESPERANZA SUR;0.02051426507;2.31E-05;0.2877348521;224;131;0;3;0;0;3;7.784.945.006;455.280.266;0;1.042.626.563;0;0;1.042.626.563;7.137.886.303;0;006315
700;002510;2510;0;LA PICOTA ORIENTAL;0.0221654829;1.54E-05;0.1910884642;75;39;0;5;0;0;7;3.924.883.708;2.040.939.528;0;2.616.589.139;0;0;3.663.224.794;7.262.711.922;0;002510
701;201306;201306;2;TIBAQUE I;0.007428306492;3.26E-06;0.04057097544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;201306
702;002617;2617;0;EL REFUGIO I;0.01533025634;9.13E-06;0.1134993067;20;7;0;0;0;0;2;1.762.125.302;6.167.438.556;0;0;0;0;1.762.125.302;2.126.155.178;3;002617
703;001323;1323;0;NUEVA DELHI;0.01338860143;9.58E-06;0.1191124347;21;18;0;3;0;0;8;176.304.011;1.511.177.237;0;2.518.628.728;0;0;6.716.343.275;7.980.089.407;0;001323
704;007311;7311;0;SIETE DE AGOSTO;0.01803324696;1.99E-05;0.2472156146;376;167;3;6;0;0;13;1.520.939.527;6.755.236.731;121.351.558;2.427.031.161;0;0;5.258.567.515;1.810.248.313;1;007311
705;004536;4536;0;EL RUBI;0.01759777698;1.38E-05;0.1720073876;96;36;0;7;0;0;4;5.581.155.633;2.092.933.362;0;4.069.592.649;0;0;2.325.481.514;8.348.440.479;5;004536
706;006316;6316;0;BOSQUE DE MODELIA;0.01286547379;9.79E-06;0.1217354742;128;31;0;3;0;0;6;105.146.015;2.546.505.052;0;2.464.359.728;0;0;4.928.719.455;1.068.005.227;0;006316
707;005635;5635;0;EL MADRIGAL;0.02100804899;2.64E-05;0.3285250681;229;42;0;6;0;0;7;6.970.548.741;1.278.441.254;0;1.826.344.648;0;0;2.130.735.423;6.295.592.889;0;005635
708;006524;6524;0;LA MAGDALENA;0.05564518826;9.67E-05;1.201.927.164;76;3;0;0;0;0;0;6.323.178.499;2.495.991.513;0;0;0;0;0;0.2506457744;3;006524
709;204129;204129;2;EL MOCHUELO II NORTE;0.009407243568;9.33E-07;0.01160017778;1;2;0;0;0;0;0;862.055.754;1.724.111.508;0;0;0;0;0;1.328.601.144;3;204129
710;001416;1416;0;SAN AGUSTIN;0.04331590953;3.14E-05;0.3902476566;148;47;0;15;0;1;10;3.792.463.517;1.204.363.414;0;3.843.713.024;0;2.562.475.349;2.562.475.349;8.166.596.749;0;001416
711;006202;6202;0;GRAN AMERICA;0.01731572149;1.97E-05;0.2444383276;401;211;6;3;0;0;12;1.640.495.596;8.632.034.184;2.454.606.877;1.227.303.439;0;0;4.909.213.754;2.147.609.482;1;006202
712;006410;6410;0;CENTRO FONTIBON;0.02784581;4.81E-05;0.5974355564;1107;383;10;11;0;0;42;1.852.919.513;6.410.733.273;1.673.820.698;1.841.202.768;0;0;7.030.046.931;208.915.452;1;006410
713;008302;8302;0;SEMINARIO;0.03259974843;3.86E-05;0.4796049156;44;45;0;3;0;0;2;9.174.217.896;9.382.722.848;0;6.255.148.566;0;0;4.170.099.044;1.702.936.252;3;008302
714;005509;5509;0;SAN JOAQUIN;0.02021458809;2.50E-05;0.3105128296;225;539;0;3;0;0;14;7.246.077.409;1.735.838.099;0;9.661.436.546;0;0;4.508.670.388;1.652.665.663;0;005509
715;004616;4616;0;OSORIO X URBANO;0.04646481133;2.59E-05;0.3216042302;146;97;0;11;0;0;4;4.539.741.281;3.016.129.481;0;342.035.302;0;0;1.243.764.734;7.247.293.815;0;004616
716;008416;8416;0;MOLINOS NORTE;0.02968733979;5.16E-05;0.6413884323;486;219;8;17;0;0;26;7.577.311.587;3.414.467.567;1.247.294.088;2.650.499.938;0;0;4.053.705.787;128.257.765;0;008416
717;007305;7305;0;LA ESPERANZA;0.01806061909;1.85E-05;0.2305534231;482;131;2;7;0;0;13;2.090.621.746;5.681.980.265;8.674.779.031;3.036.172.661;0;0;563.860.637;1.951.138.159;1;007305
